"year" "area" "price"
"1249" 25 75 36228
"1250" 9 54 49179
"1251" 16 33 13715
"1252" 2 35 44298
"1253" 28 39 5000
"1254" 16 56 36879
"1255" 28 101 55423
"1256" 6 47 48455
"1257" 27 37 5000
"1258" 14 33 18380
"1259" 7 39 38317
"1260" 3 75 80348
"1261" 11 36 27030
"1262" 23 36 5000
"1263" 17 30 9509
"1264" 11 54 44318
"1265" 2 45 52901
"1266" 15 36 18485
"1267" 16 42 22750
"1268" 2 30 39184
"1269" 27 78 36539
"1270" 3 37 43831
"1271" 8 88 82808
"1272" 24 77 40767
"1273" 19 52 26503
"1274" 15 34 17102
"1275" 6 49 50178
"1276" 27 37 5000
"1277" 28 39 5000
"1278" 10 79 71025
"1279" 2 93 98533
"1280" 23 34 5000
"1281" 6 37 38489
"1282" 12 32 20838
"1283" 27 33 5000
"1284" 13 36 23111
"1285" 29 34 5000
"1286" 21 70 39739
"1287" 2 40 48721
"1288" 28 51 7698
"1289" 4 58 61891
"1290" 24 39 5000
"1291" 2 48 56531
"1292" 28 47 5000
"1293" 30 126 74086
"1294" 23 39 5382
"1295" 9 32 26580
"1296" 13 31 18893
"1297" 15 57 39399
"1298" 7 45 43291
"1299" 10 36 30211
"1300" 2 83 89458
"1301" 16 36 17194
"1302" 17 53 31562
"1303" 24 31 5000
"1304" 28 43 5000
"1305" 29 56 10109
"1306" 16 61 41341
"1307" 6 66 65442
"1308" 18 36 13605
"1309" 9 71 64747
"1310" 1 42 53672
"1311" 3 41 47987
"1312" 27 51 10419
"1313" 4 46 50605
"1314" 27 88 44022
"1315" 26 41 5000
"1316" 18 43 19226
"1317" 2 104 110807
"1318" 14 75 58314
"1319" 22 67 34615
"1320" 17 46 25866
"1321" 29 32 5000
"1322" 15 71 52654
"1323" 19 49 23486
"1324" 3 60 65843
"1325" 17 34 13638
"1326" 28 40 5000
"1327" 17 33 11969
"1328" 3 71 76130
"1329" 8 51 47017
"1330" 29 32 5000
"1331" 18 31 9018
"1332" 24 38 5000
"1333" 25 41 5000
"1334" 4 60 63186
"1335" 10 51 43561
"1336" 5 31 34309
"1337" 25 54 18296
"1338" 8 55 51305
"1339" 10 31 24633
"1340" 8 75 69345
"1341" 4 43 47245
"1342" 1 63 72678
"1343" 12 49 37925
"1344" 4 46 50540
"1345" 11 135 120649
"1346" 15 82 63202
"1347" 12 42 30378
"1348" 29 60 14881
"1349" 23 40 7126
"1350" 21 35 5621
"1351" 3 63 69111
"1352" 17 59 36871
"1353" 25 50 12678
"1354" 12 63 50616
"1355" 14 31 15895
"1356" 11 43 33488
"1357" 29 75 27749
"1358" 11 49 39012
"1359" 13 33 20956
"1360" 20 36 9113
"1361" 13 51 38105
"1362" 21 40 10420
"1363" 0 57 68633
"1364" 21 41 12770
"1365" 10 45 37577
"1366" 2 32 41697
"1367" 6 42 42383
"1368" 9 59 52868
"1369" 2 36 45130
"1370" 7 40 39538
"1371" 16 60 39892
"1372" 7 52 51540
"1373" 21 85 53517
"1374" 2 52 61157
"1375" 21 33 5484
"1376" 30 35 5000
"1377" 23 35 5000
"1378" 24 63 27276
"1379" 7 33 30798
"1380" 6 37 37776
"1381" 21 62 30951
"1382" 18 76 51086
"1383" 9 33 28428
"1384" 21 62 32168
"1385" 17 30 9866
"1386" 5 104 103442
"1387" 6 85 84456
"1388" 1 36 46940
"1389" 5 77 78657
"1390" 11 44 34667
"1391" 10 58 49198
"1392" 8 50 46906
"1393" 25 37 5000
"1394" 4 55 58386
"1395" 21 58 27631
"1396" 0 30 43758
"1397" 28 54 10282
"1398" 29 45 5000
"1399" 12 40 28374
"1400" 18 40 16637
"1401" 8 58 54346
"1402" 6 37 38481
"1403" 21 38 9524
"1404" 20 44 16009
"1405" 8 33 30255
"1406" 4 33 38652
"1407" 30 71 22240
"1408" 19 41 14218
"1409" 17 34 13166
"1410" 11 47 37957
"1411" 2 66 73808
"1412" 28 69 24479
"1413" 10 71 62278
"1414" 12 41 30379
"1415" 23 82 46658
"1416" 20 105 74322
"1417" 25 53 15472
"1418" 3 36 42961
"1419" 9 55 48065
"1420" 12 34 22874
"1421" 25 53 15120
"1422" 24 40 5000
"1423" 11 36 27026
"1424" 16 34 15430
"1425" 15 48 31757
"1426" 1 32 43721
"1427" 13 50 37058
"1428" 23 37 5000
"1429" 23 34 5000
"1430" 12 35 24475
"1431" 24 41 6550
"1432" 26 33 5000
"1433" 24 34 5000
"1434" 5 38 40634
"1435" 5 46 48884
"1436" 22 55 23405
"1437" 5 66 67263
"1438" 11 104 92121
"1439" 30 33 5000
"1440" 11 43 34425
"1441" 11 44 34551
"1442" 2 55 62802
"1443" 14 32 16809
"1444" 10 31 24916
"1445" 21 52 23457
"1446" 23 67 32564
"1447" 10 40 33230
"1448" 2 65 72538
"1449" 23 46 12427
"1450" 25 38 5000
"1451" 21 40 11609
"1452" 18 72 47181
"1453" 8 32 29494
"1454" 6 49 49879
"1455" 30 33 5000
"1456" 4 42 46667
"1457" 5 63 64468
"1458" 20 31 5000
"1459" 20 36 9700
"1460" 15 34 16672
"1461" 22 36 5000
"1462" 6 39 38955
"1463" 16 62 42660
"1464" 13 85 70220
"1465" 7 45 43732
"1466" 4 33 37173
"1467" 23 35 5000
"1468" 26 67 26872
"1469" 3 67 72237
"1470" 3 33 40668
"1471" 19 56 30133
"1472" 13 51 37255
"1473" 14 81 64051
"1474" 19 45 19583
"1475" 8 32 29204
"1476" 28 34 5000
"1477" 27 63 21189
"1478" 12 67 54608
"1479" 6 32 34020
"1480" 18 50 27282
"1481" 29 50 5000
"1482" 4 33 38559
"1483" 8 31 29166
"1484" 9 57 51444
"1485" 3 31 38260
"1486" 19 104 75882
"1487" 14 31 16947
"1488" 12 91 78062
"1489" 19 41 15388
"1490" 22 60 28159
"1491" 27 49 8258
"1492" 24 38 5000
"1493" 25 50 13231
"1494" 25 42 5000
"1495" 17 85 61571
"1496" 21 34 5000
"1497" 10 50 42179
"1498" 22 51 19894
"1499" 1 101 108680
"1500" 6 32 33357
"1501" 16 57 37983
"1502" 28 42 5000
"1503" 3 54 59827
"1504" 21 54 24490
"1505" 5 52 53862
"1506" 9 40 34434
"1507" 19 31 6479
"1508" 17 87 63324
"1509" 14 39 24061
"1510" 25 53 15422
"1511" 29 57 10904
"1512" 30 57 9172
"1513" 13 45 31341
"1514" 3 52 58593
"1515" 21 40 11346
"1516" 27 42 5000
"1517" 24 41 6161
"1518" 3 82 86783
"1519" 7 39 38471
"1520" 17 32 12158
"1521" 13 43 29498
"1522" 15 31 14214
"1523" 15 67 49127
"1524" 1 46 56132
"1525" 18 32 9390
"1526" 16 39 19738
"1527" 27 61 19628
"1528" 14 66 49149
"1529" 13 37 24145
"1530" 21 36 7807
"1531" 2 38 46511
"1532" 3 41 48391
"1533" 14 67 51313
"1534" 18 64 40215
"1535" 28 31 5000
"1536" 10 35 28825
"1537" 22 34 5000
"1538" 29 39 5000
"1539" 6 42 43073
"1540" 10 68 58968
"1541" 2 85 92358
"1542" 1 58 67577
"1543" 23 38 5000
"1544" 16 52 33401
"1545" 23 32 5000
"1546" 28 30 5000
"1547" 26 46 6767
"1548" 15 31 13967
"1549" 20 60 31415
"1550" 5 53 55308
"1551" 18 47 23579
"1552" 12 46 34605
"1553" 5 44 46704
"1554" 2 57 64653
"1555" 13 35 23057
"1556" 5 70 70378
"1557" 19 30 6066
"1558" 1 60 69743
"1559" 19 32 8071
"1560" 24 55 19789
"1561" 16 31 12639
"1562" 2 36 45300
"1563" 12 33 21805
"1564" 26 69 28390
"1565" 25 72 33584
"1566" 4 35 40046
"1567" 24 59 23382
"1568" 15 34 17672
"1569" 4 44 48398
"1570" 15 53 35332
"1571" 15 41 24153
"1572" 4 51 56135
"1573" 11 72 61896
"1574" 4 34 39451
"1575" 18 44 20342
"1576" 13 41 27944
"1577" 19 70 43318
"1578" 7 49 46675
"1579" 10 36 28716
"1580" 8 32 29213
"1581" 13 50 36401
"1582" 8 31 28411
"1583" 9 53 46500
"1584" 5 38 40267
"1585" 22 39 7684
"1586" 15 39 21568
"1587" 1 78 86638
"1588" 18 42 19066
"1589" 10 30 22390
"1590" 27 44 5000
"1591" 20 63 35343
"1592" 3 47 53516
"1593" 10 51 43220
"1594" 10 31 25051
"1595" 13 48 33756
"1596" 1 53 63669
"1597" 14 51 36557
"1598" 17 37 15968
"1599" 16 31 12453
"1600" 14 62 45460
"1601" 15 38 20981
"1602" 11 75 64595
"1603" 10 42 35164
"1604" 3 72 77458
"1605" 25 32 5000
"1606" 20 35 9479
"1607" 7 38 37226
"1608" 4 34 39783
"1609" 4 35 39257
"1610" 0 38 51961
"1611" 9 33 28709
"1612" 23 41 7267
"1613" 16 50 30304
"1614" 21 96 63589
"1615" 25 65 27358
"1616" 12 44 32900
"1617" 23 32 5000
"1618" 24 91 53699
"1619" 5 170 166283
"1620" 7 32 31617
"1621" 26 36 5000
"1622" 11 41 33261
"1623" 25 51 12645
"1624" 7 68 65904
"1625" 13 55 41171
"1626" 29 33 5000
"1627" 10 58 49640
"1628" 13 55 41333
"1629" 14 41 25714
"1630" 28 37 5000
"1631" 1 37 48035
"1632" 20 44 17205
"1633" 4 44 48209
"1634" 19 68 41871
"1635" 18 34 11271
"1636" 18 35 12929
"1637" 25 33 5000
"1638" 12 72 58519
"1639" 4 38 41994
"1640" 28 31 5000
"1641" 18 31 8456
"1642" 3 47 53610
"1643" 16 47 26789
"1644" 9 59 52596
"1645" 3 34 42250
"1646" 30 33 5000
"1647" 17 52 30547
"1648" 26 34 5000
"1649" 11 51 41824
"1650" 14 47 31357
"1651" 10 46 39317
"1652" 16 59 40072
"1653" 2 33 43129
"1654" 27 63 20471
"1655" 8 41 37901
"1656" 29 45 5000
"1657" 11 37 27136
"1658" 17 85 62958
"1659" 28 65 20928
"1660" 21 42 12939
"1661" 29 58 12537
"1662" 25 35 5000
"1663" 28 73 28364
"1664" 28 111 64393
"1665" 27 33 5000
"1666" 27 35 5000
"1667" 1 32 42729
"1668" 10 30 23506
"1669" 24 100 61697
"1670" 29 49 5000
"1671" 5 58 59715
"1672" 9 32 28400
"1673" 28 36 5000
"1674" 16 36 17330
"1675" 0 36 49081
"1676" 21 32 5000
"1677" 22 46 14794
"1678" 14 68 50780
"1679" 24 34 5000
"1680" 25 35 5000
"1681" 8 83 78393
"1682" 8 44 40353
"1683" 18 46 22483
"1684" 6 40 39915
"1685" 9 56 50772
"1686" 15 36 19653
"1687" 28 31 5000
"1688" 29 43 5000
"1689" 20 39 11291
"1690" 7 34 34399
"1691" 25 30 5000
"1692" 10 45 37989
"1693" 17 73 50464
"1694" 4 31 36843
"1695" 28 45 5000
"1696" 17 59 37380
"1697" 23 32 5000
"1698" 2 37 45927
"1699" 28 40 5000
"1700" 24 105 67334
"1701" 27 42 5000
"1702" 16 43 23133
"1703" 23 73 38476
"1704" 7 54 51883
"1705" 15 40 23745
"1706" 1 41 51669
"1707" 26 30 5000
"1708" 4 38 42623
"1709" 2 38 46644
"1710" 22 37 6147
"1711" 12 72 59093
"1712" 13 60 44937
"1713" 2 88 95070
"1714" 0 50 62294
"1715" 7 72 69488
"1716" 18 44 21171
"1717" 11 55 45967
"1718" 18 76 51182
"1719" 21 78 47826
"1720" 22 39 7922
"1721" 5 64 65660
"1722" 4 51 56298
"1723" 28 43 5000
"1724" 1 46 56967
"1725" 25 37 5000
"1726" 17 45 23519
"1727" 27 39 5000
"1728" 19 36 12226
"1729" 19 56 29519
"1730" 14 45 30509
"1731" 24 34 5000
"1732" 8 73 68995
"1733" 18 70 45351
"1734" 22 71 38547
"1735" 17 37 16511
"1736" 19 102 73872
"1737" 24 61 25382
"1738" 29 48 5000
"1739" 27 50 8278
"1740" 15 32 15227
"1741" 13 83 67661
"1742" 2 34 42424
"1743" 10 33 26949
"1744" 7 49 48724
"1745" 27 55 12899
"1746" 17 63 40455
"1747" 24 48 13076
"1748" 21 76 45073
"1749" 22 65 32175
"1750" 13 31 18750
"1751" 5 35 39211
"1752" 8 41 37961
"1753" 9 43 38815
"1754" 18 55 31330
"1755" 19 35 10375
"1756" 15 88 68930
"1757" 11 39 29640
"1758" 20 67 38023
"1759" 18 54 30468
"1760" 24 95 57461
"1761" 25 43 5493
"1762" 2 78 84539
"1763" 11 30 21519
"1764" 15 33 16420
"1765" 1 31 43036
"1766" 27 79 35615
"1767" 6 31 33449
"1768" 22 34 5000
"1769" 5 34 37582
"1770" 4 35 40025
"1771" 22 61 28840
"1772" 1 81 90232
"1773" 5 38 40905
"1774" 28 45 5000
"1775" 24 69 31907
"1776" 20 47 19460
"1777" 11 50 40814
"1778" 19 35 10769
"1779" 12 73 60371
"1780" 24 42 6138
"1781" 1 71 81166
"1782" 8 47 42937
"1783" 1 32 43168
"1784" 26 45 5199
"1785" 24 32 5000
"1786" 24 40 5340
"1787" 2 36 45316
"1788" 6 31 32410
"1789" 19 74 47820
"1790" 3 30 37750
"1791" 19 35 10606
"1792" 24 32 5000
"1793" 12 43 32451
"1794" 1 39 50831
"1795" 16 34 15591
"1796" 6 50 50771
"1797" 4 32 37611
"1798" 9 35 30096
"1799" 1 42 53622
"1800" 12 74 61065
"1801" 22 41 9940
"1802" 10 35 29173
"1803" 9 114 105781
"1804" 13 48 34688
"1805" 19 36 11455
"1806" 22 32 5000
"1807" 26 36 5000
"1808" 6 34 35118
"1809" 23 54 19930
"1810" 21 30 5000
"1811" 16 62 42464
"1812" 23 41 8121
"1813" 8 44 40390
"1814" 25 43 6689
"1815" 27 56 14754
"1816" 24 31 5000
"1817" 24 45 9855
"1818" 1 43 53756
"1819" 2 43 51947
"1820" 7 39 37772
"1821" 15 42 25310
"1822" 29 75 27918
"1823" 0 39 52684
"1824" 27 41 5000
"1825" 6 33 33793
"1826" 10 36 27838
"1827" 19 56 30466
"1828" 13 30 17331
"1829" 20 55 26487
"1830" 10 45 37108
"1831" 5 34 37440
"1832" 17 70 46766
"1833" 18 68 44035
"1834" 10 31 23708
"1835" 2 46 54956
"1836" 29 48 5000
"1837" 18 45 21680
"1838" 21 52 23328
"1839" 1 52 62849
"1840" 5 39 41548
"1841" 8 34 32146
"1842" 11 38 29130
"1843" 13 40 26472
"1844" 16 37 17537
"1845" 5 102 101734
"1846" 4 65 67998
"1847" 18 49 24897
"1848" 18 35 12870
"1849" 16 81 60208
"1850" 3 42 48861
"1851" 29 40 5000
"1852" 7 64 60920
"1853" 13 34 21363
"1854" 24 34 5000
"1855" 21 67 36247
"1856" 1 36 47289
"1857" 27 70 28274
"1858" 25 61 22427
"1859" 9 43 37888
"1860" 2 91 97867
"1861" 28 38 5000
"1862" 26 33 5000
"1863" 24 41 6179
"1864" 24 70 34121
"1865" 14 48 33090
"1866" 0 57 68317
"1867" 9 62 55956
"1868" 26 57 17630
"1869" 23 32 5000
"1870" 18 32 10002
"1871" 4 93 95232
"1872" 16 57 36595
"1873" 10 34 27541
"1874" 17 34 13682
"1875" 13 36 23747
"1876" 6 37 37638
"1877" 5 43 45625
"1878" 23 80 45106
"1879" 15 32 15730
"1880" 4 42 47261
"1881" 4 66 69415
"1882" 4 55 58819
"1883" 16 91 69329
"1884" 9 40 34969
"1885" 22 36 5223
"1886" 25 31 5000
"1887" 20 76 47897
"1888" 6 43 43815
"1889" 10 38 31742
"1890" 21 50 20212
"1891" 7 45 44535
"1892" 6 31 32694
"1893" 13 81 65990
"1894" 29 83 35995
"1895" 27 39 5000
"1896" 28 49 5355
"1897" 20 31 5000
"1898" 8 31 28700
"1899" 1 33 43756
"1900" 23 38 5000
"1901" 16 70 49399
"1902" 20 30 5000
"1903" 7 50 49526
"1904" 19 53 28127
"1905" 6 60 59816
"1906" 12 100 85994
"1907" 19 45 19749
"1908" 11 41 32018
"1909" 5 88 87686
"1910" 21 40 10327
"1911" 6 67 66446
"1912" 14 36 21950
"1913" 17 51 28934
"1914" 28 31 5000
"1915" 27 32 5000
"1916" 14 62 46089
"1917" 9 71 64974
"1918" 1 42 53269
"1919" 1 58 66959
"1920" 15 44 27002
"1921" 27 31 5000
"1922" 24 65 29387
"1923" 22 40 9757
"1924" 21 82 50699
"1925" 27 42 5000
"1926" 23 131 93680
"1927" 7 33 31834
"1928" 7 34 33437
"1929" 7 69 67288
"1930" 24 33 5000
"1931" 20 60 32444
"1932" 14 34 19567
"1933" 11 50 39450
"1934" 11 53 43799
"1935" 11 38 29190
"1936" 30 56 8160
"1937" 26 30 5000
"1938" 4 45 50311
"1939" 17 44 22539
"1940" 28 38 5000
"1941" 18 34 12373
"1942" 24 57 20663
"1943" 26 41 5000
"1944" 1 39 49802
"1945" 26 47 7582
"1946" 24 40 5236
"1947" 25 40 5000
"1948" 11 37 27282
"1949" 27 38 5000
"1950" 11 35 26197
"1951" 4 37 41237
"1952" 21 39 10238
"1953" 25 40 5000
"1954" 14 66 49229
"1955" 20 51 22875
"1956" 12 58 46082
"1957" 30 38 5000
"1958" 26 30 5000
"1959" 20 45 17312
"1960" 7 72 70127
"1961" 3 62 67754
"1962" 24 106 67818
"1963" 22 32 5000
"1964" 21 47 17273
"1965" 15 47 30075
"1966" 15 91 70914
"1967" 2 34 43374
"1968" 26 33 5000
"1969" 10 48 40768
"1970" 23 59 25583
"1971" 27 34 5000
"1972" 26 31 5000
"1973" 2 37 46402
"1974" 21 36 7758
"1975" 5 46 49236
"1976" 26 34 5000
"1977" 19 48 22625
"1978" 29 42 5000
"1979" 17 36 15643
"1980" 10 50 42909
"1981" 22 57 25282
"1982" 5 40 43250
"1983" 30 47 5000
"1984" 1 34 45200
"1985" 18 44 21399
"1986" 23 30 5000
"1987" 13 65 51568
"1988" 20 46 19308
"1989" 23 40 7228
"1990" 29 51 5686
"1991" 18 64 39127
"1992" 6 67 66139
"1993" 9 34 29415
"1994" 19 79 52375
"1995" 26 42 5000
"1996" 28 59 14136
"1997" 2 35 44841
"1998" 17 63 40769
"1999" 8 37 33429
"2000" 1 33 44789
"2001" 17 31 10643
"2002" 8 33 30131
"2003" 29 55 10174
"2004" 28 33 5000
"2005" 24 42 6343
"2006" 25 41 5000
"2007" 7 110 105026
"2008" 0 36 49370
"2009" 25 67 28451
"2010" 13 39 26332
"2011" 12 49 38091
"2012" 23 87 51897
"2013" 26 64 23381
"2014" 8 41 38319
"2015" 5 36 38653
"2016" 1 56 65831
"2017" 1 36 46560
"2018" 28 76 30779
"2019" 24 39 5000
"2020" 24 32 5000
"2021" 18 83 58627
"2022" 27 40 5000
"2023" 29 53 7894
"2024" 0 34 47526
"2025" 15 42 24357
"2026" 24 60 23894
"2027" 10 83 74389
"2028" 1 76 85322
"2029" 15 86 66461
"2030" 7 35 33742
"2031" 17 42 20543
"2032" 4 31 36869
"2033" 1 56 67453
"2034" 4 44 48498
"2035" 1 40 50950
"2036" 27 38 5000
"2037" 24 31 5000
"2038" 4 52 56859
"2039" 27 43 5000
"2040" 12 32 21501
"2041" 0 34 47463
"2042" 22 58 26283
"2043" 14 52 36345
"2044" 3 78 82958
"2045" 12 88 74771
"2046" 11 37 28797
"2047" 6 33 33477
"2048" 19 38 13501
"2049" 1 33 44869
"2050" 13 86 70753
"2051" 19 45 19947
"2052" 16 43 23471
"2053" 23 30 5000
"2054" 15 31 14308
"2055" 7 38 37408
"2056" 11 39 30027
"2057" 6 31 32815
"2058" 18 39 15955
"2059" 0 31 44615
"2060" 5 70 71305
"2061" 13 87 71353
"2062" 27 68 25197
"2063" 13 41 27338
"2064" 24 101 62899
"2065" 12 82 68823
"2066" 23 40 6364
"2067" 16 41 21210
"2068" 10 76 68850
"2069" 28 62 18033
"2070" 22 37 5451
"2071" 19 35 9682
"2072" 14 70 53613
"2073" 3 54 60229
"2074" 2 32 41708
"2075" 17 74 51329
"2076" 20 114 82819
"2077" 5 31 35167
"2078" 29 36 5000
"2079" 18 33 10506
"2080" 25 57 19320
"2081" 5 48 50843
"2082" 18 41 17984
"2083" 29 72 24290
"2084" 7 34 32859
"2085" 26 41 5000
"2086" 7 52 50145
"2087" 8 65 60609
"2088" 17 38 16775
"2089" 27 60 18017
"2090" 9 40 33711
"2091" 14 52 36450
"2092" 25 51 13158
"2093" 12 50 37863
"2094" 6 78 77880
"2095" 29 35 5000
"2096" 9 39 34311
"2097" 30 57 9002
"2098" 29 32 5000
"2099" 22 51 19411
"2100" 11 52 42974
"2101" 19 36 10892
"2102" 23 58 24228
"2103" 19 84 56744
"2104" 25 89 49719
"2105" 3 44 50905
"2106" 27 32 5000
"2107" 4 33 38030
"2108" 4 31 36599
"2109" 14 41 26387
"2110" 13 43 29637
"2111" 21 31 5000
"2112" 8 34 31188
"2113" 12 30 19464
"2114" 2 33 42149
"2115" 12 39 27189
"2116" 20 33 6889
"2117" 0 41 54470
"2118" 2 33 42912
"2119" 30 60 12052
"2120" 4 36 41151
"2121" 14 40 24940
"2122" 10 38 30574
"2123" 8 31 28587
"2124" 16 37 17999
"2125" 22 43 11872
"2126" 13 59 45367
"2127" 22 63 30969
"2128" 17 45 23735
"2129" 23 57 22809
"2130" 6 37 38949
"2131" 28 67 22955
"2132" 12 39 27931
"2133" 4 61 64751
"2134" 7 81 77940
"2135" 23 64 29895
"2136" 13 48 34101
"2137" 1 39 50861
"2138" 28 31 5000
"2139" 12 117 102568
"2140" 4 41 45706
"2141" 10 38 31424
"2142" 8 42 39012
"2143" 12 56 43603
"2144" 28 32 5000
"2145" 18 79 53944
"2146" 20 34 7130
"2147" 2 45 53765
"2148" 5 48 50999
"2149" 5 67 68879
"2150" 23 35 5000
"2151" 9 77 69512
"2152" 14 58 42261
"2153" 28 72 27560
"2154" 5 35 37802
"2155" 15 100 80151
"2156" 5 39 42282
"2157" 4 31 35904
"2158" 30 45 5000
"2159" 13 56 41718
"2160" 30 54 7162
"2161" 27 32 5000
"2162" 17 75 52024
"2163" 1 35 46271
"2164" 23 33 5000
"2165" 15 32 15844
"2166" 27 70 27207
"2167" 7 66 63837
"2168" 23 31 5000
"2169" 8 32 29220
"2170" 29 45 5000
"2171" 19 40 14558
"2172" 3 51 57576
"2173" 27 42 5000
"2174" 10 57 48626
"2175" 2 45 54174
"2176" 15 103 83265
"2177" 18 59 35023
"2178" 26 46 6001
"2179" 23 48 14769
"2180" 21 31 5000
"2181" 2 58 65477
"2182" 1 46 56581
"2183" 26 44 5329
"2184" 8 31 28969
"2185" 8 46 43504
"2186" 4 66 70132
"2187" 17 83 60320
"2188" 17 127 101204
"2189" 7 39 37566
"2190" 22 67 34513
"2191" 27 38 5000
"2192" 3 54 60655
"2193" 6 74 74043
"2194" 6 50 50908
"2195" 13 38 25366
"2196" 27 51 8692
"2197" 7 39 38599
"2198" 0 35 47666
"2199" 9 43 38441
"2200" 9 54 48110
"2201" 13 36 23208
"2202" 6 30 30593
"2203" 13 36 23642
"2204" 1 49 59485
"2205" 15 57 39563
"2206" 2 38 46512
"2207" 3 33 39477
"2208" 13 45 31093
"2209" 28 33 5000
"2210" 2 44 52681
"2211" 28 34 5000
"2212" 23 57 24220
"2213" 1 31 42617
"2214" 3 51 57776
"2215" 19 31 7125
"2216" 20 59 30687
"2217" 26 31 5000
"2218" 24 44 8788
"2219" 4 48 53539
"2220" 2 58 65977
"2221" 15 51 32453
"2222" 19 61 34405
"2223" 4 59 63158
"2224" 13 53 39651
"2225" 11 52 41973
"2226" 4 78 80732
"2227" 30 44 5000
"2228" 3 32 40071
"2229" 23 33 5000
"2230" 27 84 40053
"2231" 25 44 6403
"2232" 26 41 5000
"2233" 24 163 121743
"2234" 25 40 5000
"2235" 14 44 28792
"2236" 12 55 43869
"2237" 7 62 59796
"2238" 13 60 46334
"2239" 23 32 5000
"2240" 29 38 5000
"2241" 9 39 34093
"2242" 30 33 5000
"2243" 14 47 31774
"2244" 17 33 11909
"2245" 1 31 42474
"2246" 15 63 45793
"2247" 0 34 47741
"2248" 24 50 14411
"2249" 15 38 21016
"2250" 25 30 5000
"2251" 23 37 5139
"2252" 13 35 22485
"2253" 10 30 23611
"2254" 5 62 64049
"2255" 22 31 5000
"2256" 1 31 42008
"2257" 17 41 19844
"2258" 27 37 5000
"2259" 6 43 43830
"2260" 2 49 56690
"2261" 25 47 9542
"2262" 14 42 26207
"2263" 9 48 41766
"2264" 9 51 45995
"2265" 28 33 5000
"2266" 11 32 23570
"2267" 18 37 15690
"2268" 13 47 33870
"2269" 13 39 26791
"2270" 23 31 5000
"2271" 2 34 43371
"2272" 5 66 67435
"2273" 29 51 5222
"2274" 27 108 63459
"2275" 27 41 5000
"2276" 9 58 52293
"2277" 2 46 56011
"2278" 25 36 5000
"2279" 21 84 53467
"2280" 7 34 33002
"2281" 5 40 43566
"2282" 17 37 15823
"2283" 30 37 5000
"2284" 5 38 41442
"2285" 9 54 48246
"2286" 26 33 5000
"2287" 15 32 16235
"2288" 11 37 27601
"2289" 28 52 8580
"2290" 11 54 45856
"2291" 3 40 46458
"2292" 8 76 71198
"2293" 7 35 34203
"2294" 3 43 49682
"2295" 19 53 27002
"2296" 9 59 52557
"2297" 23 96 59444
"2298" 3 70 75854
"2299" 23 80 44558
"2300" 6 42 42845
"2301" 25 61 23599
"2302" 27 57 15592
"2303" 27 41 5000
"2304" 5 57 59425
"2305" 27 94 50275
"2306" 19 32 7334
"2307" 5 35 37990
"2308" 24 31 5000
"2309" 16 71 51005
"2310" 14 36 21361
"2311" 4 58 61829
"2312" 23 84 49426
"2313" 4 37 41970
"2314" 9 37 32139
"2315" 4 48 52616
"2316" 24 46 10661
"2317" 3 40 46850
"2318" 22 50 18364
"2319" 27 58 16707
"2320" 24 43 8631
"2321" 27 57 15611
"2322" 12 44 32187
"2323" 15 77 58346
"2324" 4 34 40469
"2325" 18 32 8879
"2326" 28 31 5000
"2327" 23 74 39669
"2328" 11 34 24543
"2329" 4 43 47686
"2330" 27 57 14740
"2331" 28 56 11673
"2332" 27 36 5000
"2333" 4 31 35946
"2334" 8 39 35473
"2335" 24 47 11598
"2336" 24 31 5000
"2337" 30 34 5000
"2338" 18 42 18419
"2339" 4 40 44184
"2340" 24 32 5000
"2341" 18 42 19849
"2342" 6 49 48578
"2343" 21 34 5581
"2344" 22 42 10480
"2345" 15 33 15914
"2346" 15 41 23659
"2347" 19 117 88125
"2348" 22 39 7419
"2349" 5 89 89479
"2350" 3 31 37646
"2351" 8 30 27743
"2352" 0 72 83394
"2353" 27 41 5000
"2354" 3 33 40189
"2355" 23 78 42547
"2356" 17 37 16511
"2357" 24 32 5000
"2358" 15 40 22501
"2359" 12 63 51847
"2360" 13 35 22200
"2361" 9 86 78871
"2362" 3 36 43468
"2363" 20 47 20504
"2364" 7 55 52886
"2365" 18 50 26202
"2366" 20 55 28136
"2367" 19 47 21092
"2368" 20 49 22149
"2369" 29 48 5000
"2370" 16 32 13238
"2371" 29 68 21189
"2372" 6 45 45702
"2373" 28 179 129427
"2374" 25 42 5179
"2375" 26 40 5000
"2376" 4 56 61216
"2377" 21 49 19994
"2378" 15 44 26430
"2379" 11 55 45776
"2380" 14 33 18091
"2381" 14 46 31504
"2382" 2 41 51029
"2383" 2 63 70101
"2384" 21 57 27350
"2385" 9 31 26466
"2386" 19 44 18970
"2387" 3 36 43709
"2388" 19 50 24204
"2389" 19 35 9792
"2390" 19 35 10850
"2391" 29 33 5000
"2392" 8 56 51516
"2393" 2 39 48538
"2394" 5 30 33903
"2395" 11 39 29933
"2396" 24 42 7729
"2397" 0 39 51677
"2398" 5 33 36275
"2399" 28 32 5000
"2400" 9 39 34423
"2401" 16 48 28262
"2402" 22 48 16345
"2403" 26 50 11439
"2404" 24 65 28440
"2405" 15 88 68516
"2406" 14 47 31298
"2407" 22 43 10874
"2408" 24 31 5000
"2409" 3 39 45107
"2410" 1 39 49845
"2411" 23 42 9016
"2412" 2 37 46675
"2413" 21 36 6990
